ID,Year Birth,Education,Relationship Status,Kid in Home,Teen in Home,Date Customer,Recency,Amount of Wines,Amount of Fruits,Amount of Meat Products,Amount of Fish Products,Amount of Sweet Products,Amount of Gold Products,Num of Deals Purchases,Num of Web Purchases,Num of Catalog Purchases,Num of Store Purchases,Num of Web Visits Month,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total Num of Purchases,Total Amount,Age,Age Group,Campaign Participation
10832,1958,Bachelor,In Relationship,0,0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,13,467,67,Lansia (>65),No
6421,1961,Bachelor,In Relationship,0,0,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,20,2116,64,Paruh Baya (51-65),Yes
4207,1981,PhD,In Relationship,0,0,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,24,1298,44,Dewasa (36-50),Yes
577,1976,Below Bachelor's Degree,In Relationship,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,4,22,49,Dewasa (36-50),No
10855,1968,Master,Single,1,0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,13,396,57,Paruh Baya (51-65),No
3081,1978,PhD,In Relationship,1,0,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,3,20,47,Dewasa (36-50),No
3535,1965,Bachelor,Single,0,0,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,12,967,60,Paruh Baya (51-65),No
247,1971,Bachelor,In Relationship,1,0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,13,357,54,Paruh Baya (51-65),Yes
8707,1956,Bachelor,In Relationship,0,0,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,15,1401,69,Lansia (>65),Yes
9523,1982,Bachelor,In Relationship,1,0,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,3,15,43,Dewasa (36-50),No
6072,1970,Master,Single,0,0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,19,2087,55,Paruh Baya (51-65),Yes
6295,1977,Bachelor,In Relationship,0,1,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,22,981,48,Dewasa (36-50),No
10914,1970,Bachelor,Single,1,1,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,4,17,55,Paruh Baya (51-65),No
1509,1958,PhD,In Relationship,0,0,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,22,523,67,Lansia (>65),Yes
5577,1983,Bachelor,In Relationship,1,0,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,3,23,42,Dewasa (36-50),No
7348,1958,PhD,Single,0,0,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,16,1192,67,Lansia (>65),Yes
1127,1973,PhD,In Relationship,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,19,1958,52,Paruh Baya (51-65),Yes
1833,1974,PhD,Single,1,0,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,7,133,51,Paruh Baya (51-65),No
4944,1959,Bachelor,In Relationship,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,16,777,66,Lansia (>65),No
9080,1972,PhD,Single,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,6,73,53,Paruh Baya (51-65),No
6466,1965,PhD,In Relationship,1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,7,121,60,Paruh Baya (51-65),No
9964,1979,Bachelor,Single,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,14,424,46,Dewasa (36-50),No
4790,1958,Bachelor,Single,0,1,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,12,868,67,Lansia (>65),No
10245,1986,Below Bachelor's Degree,Single,0,0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,14,756,39,Dewasa (36-50),No
1109,1982,Master,In Relationship,1,0,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,12,43,Dewasa (36-50),No
6001,1979,Bachelor,In Relationship,0,1,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,23,937,46,Dewasa (36-50),No
5538,1975,Bachelor,Single,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,17,1862,50,Dewasa (36-50),Yes
10552,1979,Below Bachelor's Degree,In Relationship,0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,12,367,46,Dewasa (36-50),No
1545,1986,Bachelor,In Relationship,1,0,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,14,443,39,Dewasa (36-50),No
7409,1970,Bachelor,In Relationship,1,0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,11,267,55,Paruh Baya (51-65),No
4444,1972,Bachelor,In Relationship,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,5,61,53,Paruh Baya (51-65),No
146,1960,PhD,Single,0,0,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,20,1323,65,Paruh Baya (51-65),Yes
6271,1952,PhD,In Relationship,0,1,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,5,63,73,Lansia (>65),No
10065,1970,Below Bachelor's Degree,In Relationship,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,6,64,55,Paruh Baya (51-65),No
4741,1974,Below Bachelor's Degree,In Relationship,1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,17,562,51,Paruh Baya (51-65),Yes
246,1965,Bachelor,In Relationship,1,1,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,12,312,60,Paruh Baya (51-65),No
375,1954,Bachelor,Single,0,0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,15,1156,71,Lansia (>65),No
1524,1983,Below Bachelor's Degree,Single,0,0,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,15,1104,42,Dewasa (36-50),Yes
10022,1973,PhD,Single,1,1,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,3,16,52,Paruh Baya (51-65),No
7451,1960,Master,Single,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,19,2008,65,Paruh Baya (51-65),Yes
11010,1984,PhD,Single,1,0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,6,44,41,Dewasa (36-50),No
4356,1971,Bachelor,In Relationship,0,1,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,11,1574,54,Paruh Baya (51-65),Yes
3885,1983,PhD,In Relationship,1,0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,4,63,42,Dewasa (36-50),Yes
1175,1983,Master,In Relationship,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,11,426,42,Dewasa (36-50),Yes
880,1966,Below Bachelor's Degree,In Relationship,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,5,96,59,Paruh Baya (51-65),No
2320,1978,Below Bachelor's Degree,In Relationship,0,1,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,18,635,47,Dewasa (36-50),No
850,1968,Bachelor,Single,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,20,757,57,Paruh Baya (51-65),No
4713,1979,PhD,In Relationship,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,7,125,46,Dewasa (36-50),No
675,1973,Master,Single,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,11,332,52,Paruh Baya (51-65),No
5025,1979,Bachelor,Single,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,7,135,46,Dewasa (36-50),No
2308,1954,Bachelor,In Relationship,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,12,330,71,Lansia (>65),No
5995,1962,Bachelor,Single,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,13,384,63,Paruh Baya (51-65),Yes
6749,1966,Bachelor,Single,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,14,1722,59,Paruh Baya (51-65),No
1010,1977,Bachelor,In Relationship,2,1,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,5,78,48,Dewasa (36-50),No
8977,1985,Below Bachelor's Degree,Single,0,0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,3,24,40,Dewasa (36-50),No
4756,1952,Below Bachelor's Degree,Single,0,0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,24,1168,73,Lansia (>65),Yes
3412,1951,Master,In Relationship,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,13,957,74,Lansia (>65),Yes
606,1967,Bachelor,Single,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,3,15,58,Paruh Baya (51-65),No
5961,1978,Bachelor,In Relationship,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,4,57,47,Dewasa (36-50),No
2975,1976,Bachelor,In Relationship,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,22,1956,49,Dewasa (36-50),Yes
2894,1985,Bachelor,Single,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,20,2013,40,Dewasa (36-50),Yes
7613,1974,Below Bachelor's Degree,In Relationship,1,0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,12,326,51,Paruh Baya (51-65),No
10542,1968,PhD,In Relationship,1,1,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,6,77,57,Paruh Baya (51-65),No
8015,1962,PhD,Single,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,19,1313,63,Paruh Baya (51-65),Yes
10617,1989,Master,Single,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,6,30,36,Dewasa (36-50),No
11166,1961,Bachelor,In Relationship,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,12,315,64,Paruh Baya (51-65),No
849,1953,Master,In Relationship,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,18,660,72,Lansia (>65),No
523,1989,Bachelor,In Relationship,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,6,74,36,Dewasa (36-50),No
4066,1978,Below Bachelor's Degree,Single,1,0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,5,46,47,Dewasa (36-50),No
8414,1962,PhD,Single,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,6,86,63,Paruh Baya (51-65),No
819,1945,Bachelor,Single,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,24,1103,80,Lansia (>65),No
4961,1974,Master,In Relationship,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,7,61,51,Paruh Baya (51-65),No
749,1981,Bachelor,In Relationship,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,7,145,44,Dewasa (36-50),Yes
5430,1956,Bachelor,In Relationship,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,19,684,69,Lansia (>65),No
7755,1954,PhD,In Relationship,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,14,411,71,Lansia (>65),No
10525,1986,Bachelor,Single,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,3,27,39,Dewasa (36-50),Yes
1453,1943,PhD,Single,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,25,1060,82,Lansia (>65),No
8310,1964,Bachelor,In Relationship,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,21,1459,61,Paruh Baya (51-65),No
10710,1979,Bachelor,In Relationship,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,3,18,46,Dewasa (36-50),No
5031,1974,Bachelor,In Relationship,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,25,1833,51,Paruh Baya (51-65),Yes
2613,1960,Master,In Relationship,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,10,237,65,Paruh Baya (51-65),No
213,1963,PhD,Single,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,6,48,62,Paruh Baya (51-65),No
967,1976,Bachelor,In Relationship,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,16,515,49,Dewasa (36-50),Yes
1077,1974,Bachelor,In Relationship,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,14,1020,51,Paruh Baya (51-65),No
7959,1961,Bachelor,In Relationship,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,10,1370,64,Paruh Baya (51-65),No
640,1951,Bachelor,In Relationship,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,23,1026,74,Lansia (>65),No
4252,1965,Bachelor,In Relationship,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,11,301,60,Paruh Baya (51-65),No
8432,1956,Bachelor,In Relationship,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,19,684,69,Lansia (>65),No
6218,1965,Bachelor,In Relationship,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,16,499,60,Paruh Baya (51-65),Yes
6905,1994,Bachelor,In Relationship,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,20,1004,31,Dewasa Muda (26-35),No
5922,1974,PhD,In Relationship,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,10,218,51,Paruh Baya (51-65),No
3598,1972,Bachelor,In Relationship,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,18,606,53,Paruh Baya (51-65),No
6116,1968,Below Bachelor's Degree,In Relationship,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,5,75,57,Paruh Baya (51-65),No
6263,1968,Bachelor,In Relationship,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,6,106,57,Paruh Baya (51-65),No
10486,1948,Bachelor,In Relationship,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,16,990,77,Lansia (>65),No
2410,1969,Bachelor,Single,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,15,1097,56,Paruh Baya (51-65),No
193,1996,Below Bachelor's Degree,In Relationship,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,3,16,29,Dewasa Muda (26-35),Yes
3363,1974,Below Bachelor's Degree,In Relationship,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,4,34,51,Paruh Baya (51-65),No
8278,1990,PhD,In Relationship,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,15,1711,35,Dewasa Muda (26-35),No
10660,1957,Master,In Relationship,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,14,438,68,Lansia (>65),Yes
8686,1979,Below Bachelor's Degree,In Relationship,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,5,75,46,Dewasa (36-50),No
1604,1960,Master,In Relationship,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,10,225,65,Paruh Baya (51-65),No
5907,1952,Master,In Relationship,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,3,18,73,Lansia (>65),No
10669,1981,Bachelor,In Relationship,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,15,470,44,Dewasa (36-50),No
2918,1981,Bachelor,Single,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,6,91,44,Dewasa (36-50),No
5735,1991,Master,Single,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,17,2525,34,Dewasa Muda (26-35),Yes
359,1950,Bachelor,In Relationship,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,16,504,75,Lansia (>65),No
8387,1957,Bachelor,In Relationship,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,10,235,68,Lansia (>65),No
1829,1961,PhD,Single,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,18,1232,64,Paruh Baya (51-65),Yes
3839,1958,Below Bachelor's Degree,Single,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,7,88,67,Lansia (>65),No
9392,1971,Bachelor,Single,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,17,54,Paruh Baya (51-65),No
2292,1985,Bachelor,Single,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,4,24,40,Dewasa (36-50),No
10466,1965,Bachelor,In Relationship,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,5,60,60,Paruh Baya (51-65),No
9855,1952,PhD,Single,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,25,1020,73,Lansia (>65),Yes
4088,1962,PhD,In Relationship,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,8,155,63,Paruh Baya (51-65),No
5231,1974,Below Bachelor's Degree,In Relationship,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,4,51,51,Paruh Baya (51-65),No
590,1970,Master,Single,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,15,1812,55,Paruh Baya (51-65),Yes
8732,1969,Master,Single,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,21,1461,56,Paruh Baya (51-65),Yes
2315,1960,Bachelor,Single,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,5,96,65,Paruh Baya (51-65),No
3515,1952,Bachelor,Single,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,8,160,73,Lansia (>65),No
2245,1969,Master,In Relationship,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,7,139,56,Paruh Baya (51-65),No
6283,1968,Master,Single,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,21,908,57,Paruh Baya (51-65),No
2246,1965,Below Bachelor's Degree,In Relationship,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,7,183,60,Paruh Baya (51-65),No
6606,1969,Master,In Relationship,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,17,1161,56,Paruh Baya (51-65),Yes
5545,1972,PhD,In Relationship,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,13,988,53,Paruh Baya (51-65),No
7342,1961,Below Bachelor's Degree,Single,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,24,1072,64,Paruh Baya (51-65),No
837,1977,Bachelor,In Relationship,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,8,174,48,Dewasa (36-50),No
9500,1959,Bachelor,In Relationship,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,19,758,66,Lansia (>65),No
3602,1958,Master,In Relationship,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,9,195,67,Lansia (>65),No
234,1979,Bachelor,Single,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,4,31,46,Dewasa (36-50),Yes
2995,1957,Master,In Relationship,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,16,1084,68,Lansia (>65),No
1118,1956,Master,In Relationship,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,19,685,69,Lansia (>65),Yes
7789,1965,PhD,In Relationship,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,25,1672,60,Paruh Baya (51-65),Yes
3068,1990,Bachelor,In Relationship,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,5,43,35,Dewasa Muda (26-35),No
8955,1957,PhD,In Relationship,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,4,49,68,Lansia (>65),Yes
945,1965,Bachelor,In Relationship,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,7,133,60,Paruh Baya (51-65),No
5644,1957,Bachelor,In Relationship,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,13,363,68,Lansia (>65),Yes
7192,1955,Bachelor,In Relationship,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,16,545,70,Lansia (>65),No
2324,1972,Bachelor,In Relationship,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,29,1065,53,Paruh Baya (51-65),Yes
697,1969,Bachelor,In Relationship,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,20,2047,56,Paruh Baya (51-65),Yes
3439,1972,Bachelor,In Relationship,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,10,296,53,Paruh Baya (51-65),No
1506,1975,Bachelor,Single,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,7,140,50,Dewasa (36-50),Yes
232,1965,Bachelor,Single,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,16,530,60,Paruh Baya (51-65),No
8876,1963,PhD,In Relationship,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,8,152,62,Paruh Baya (51-65),No
4500,1991,PhD,In Relationship,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,1598,34,Dewasa Muda (26-35),No
9739,1963,Bachelor,Single,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,6,114,62,Paruh Baya (51-65),No
10395,1986,Below Bachelor's Degree,Single,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,7,101,39,Dewasa (36-50),No
1176,1973,Bachelor,In Relationship,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,3,25,52,Paruh Baya (51-65),No
1627,1957,Below Bachelor's Degree,Single,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,21,789,68,Lansia (>65),Yes
938,1981,Bachelor,In Relationship,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,5,87,44,Dewasa (36-50),Yes
2740,1958,PhD,Single,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,7,90,67,Lansia (>65),No
257,1959,PhD,In Relationship,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,18,1215,66,Lansia (>65),No
4058,1955,PhD,Single,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,21,811,70,Lansia (>65),Yes
7736,1986,Bachelor,In Relationship,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,5,61,39,Dewasa (36-50),Yes
8210,1975,Master,In Relationship,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,13,405,50,Dewasa (36-50),No
833,1955,Master,In Relationship,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,6,72,70,Lansia (>65),No
6230,1971,Bachelor,Single,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,9,189,54,Paruh Baya (51-65),No
7325,1986,PhD,In Relationship,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,4,40,39,Dewasa (36-50),No
1307,1978,Bachelor,Single,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,7,63,47,Dewasa (36-50),No
1502,1983,Bachelor,In Relationship,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,5,52,42,Dewasa (36-50),No
6211,1976,PhD,In Relationship,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,4,39,49,Dewasa (36-50),No
